ID,Name,variationId,behaviorJudgeId,ezStateBehaviorType_old,refType,pad1,refId,sfxVariationId,stamina,mp,category,heroPoint,pad2,
270600190,Brainsucker 190,70600,190,2,0,[0|0],7060190,0,0,0,6,0,[0|0]
270600191,Brainsucker 191,70600,191,2,0,[0|0],7060191,0,0,0,6,0,[0|0]
270600192,Brainsucker 192,70600,192,2,0,[0|0],7060192,0,0,0,6,0,[0|0]
270600900,Brainsucker 900,70600,900,2,1,[0|0],7060900,0,0,0,6,0,[0|0]
270900100,Beast Patient (Male) 100,70900,100,2,0,[0|0],7090100,0,0,0,6,0,[0|0]
270900110,Beast Patient (Male) 110,70900,110,2,0,[0|0],7090110,0,0,0,7,0,[0|0]
270900120,Beast Patient (Male) 120,70900,120,2,0,[0|0],7090120,0,0,0,6,0,[0|0]
270900130,Beast Patient (Male) 130,70900,130,2,0,[0|0],7090130,0,0,0,6,0,[0|0]
270900140,Beast Patient (Male) 140,70900,140,2,0,[0|0],7090140,0,0,0,7,0,[0|0]
270900150,Beast Patient (Male) 150,70900,150,2,0,[0|0],7090150,0,0,0,6,0,[0|0]
270900160,Beast Patient (Male) 160,70900,160,2,0,[0|0],7090160,0,0,0,7,0,[0|0]
270900170,Beast Patient (Male) 170,70900,170,2,0,[0|0],7090170,0,0,0,6,0,[0|0]
270900180,Beast Patient (Male) 180,70900,180,2,0,[0|0],7090180,0,0,0,7,0,[0|0]
270900190,Beast Patient (Male) 190,70900,190,2,0,[0|0],7090190,0,0,0,6,0,[0|0]
270900200,Beast Patient (Male) 200,70900,200,2,0,[0|0],7090200,0,0,0,6,0,[0|0]
270900210,Beast Patient (Male) 210,70900,210,2,0,[0|0],7090210,0,0,0,7,0,[0|0]
270900220,Beast Patient (Male) 220,70900,220,2,0,[0|0],7090220,0,0,0,6,0,[0|0]
270900230,Beast Patient (Male) 230,70900,230,2,0,[0|0],7090230,0,0,0,6,0,[0|0]
270900240,Beast Patient (Male) 240,70900,240,2,0,[0|0],7090240,0,0,0,6,0,[0|0]
270900250,Beast Patient (Male) 250,70900,250,2,0,[0|0],7090250,0,0,0,7,0,[0|0]
270900260,Beast Patient (Male) 260,70900,260,2,0,[0|0],7090260,0,0,0,6,0,[0|0]
270900270,Beast Patient (Male) 270,70900,270,2,0,[0|0],7090270,0,0,0,6,0,[0|0]
270900280,Beast Patient (Male) 280,70900,280,2,0,[0|0],7090280,0,0,0,6,0,[0|0]
270900290,Beast Patient (Male) 290,70900,290,2,0,[0|0],7090290,0,0,0,6,0,[0|0]
270900300,Beast Patient (Male) 300,70900,300,2,1,[0|0],7090300,0,0,0,6,0,[0|0]
270900301,Beast Patient (Male) 301,70900,301,2,1,[0|0],7090301,0,0,0,6,0,[0|0]
271100100,Nightmare Apostle 100,71100,100,2,0,[0|0],7110100,0,0,0,6,0,[0|0]
271100110,Nightmare Apostle 110,71100,110,2,0,[0|0],7110110,0,0,0,6,0,[0|0]
271100120,Nightmare Apostle 120,71100,120,2,1,[0|0],7110120,0,0,0,6,0,[0|0]
271100140,Nightmare Apostle 140,71100,140,2,0,[0|0],7110140,0,0,0,6,0,[0|0]
271100150,Nightmare Apostle 150,71100,150,2,0,[0|0],7110150,0,0,0,7,0,[0|0]
271100160,Nightmare Apostle 160,71100,160,2,0,[0|0],7110160,0,0,0,6,0,[0|0]
271100170,Nightmare Apostle 170,71100,170,2,0,[0|0],7110170,0,0,0,6,0,[0|0]
271100171,Nightmare Apostle 171,71100,171,2,0,[0|0],7110171,0,0,0,7,0,[0|0]
271100172,Nightmare Apostle 172,71100,172,2,0,[0|0],7110172,0,0,0,6,0,[0|0]
271100180,Nightmare Apostle 180,71100,180,2,1,[0|0],7110180,0,0,0,6,0,[0|0]
271100830,Nightmare Apostle 830,71100,830,2,1,[0|0],7110830,0,0,0,6,0,[0|0]
271100831,Nightmare Apostle 831,71100,831,2,1,[0|0],7110831,0,0,0,6,0,[0|0]
271200100,Rotted Corpse 100,71200,100,2,0,[0|0],7120100,0,0,0,6,0,[0|0]
271200110,Rotted Corpse 110,71200,110,2,0,[0|0],7120110,0,0,0,7,0,[0|0]
271200111,Rotted Corpse 111,71200,111,2,0,[0|0],7120111,0,0,0,7,0,[0|0]
271200120,Rotted Corpse 120,71200,120,2,0,[0|0],7120120,0,0,0,6,0,[0|0]
271200130,Rotted Corpse 130,71200,130,2,0,[0|0],7120130,0,0,0,6,0,[0|0]
271200135,Rotted Corpse 135,71200,135,2,0,[0|0],7120135,0,0,0,6,0,[0|0]
271200140,Rotted Corpse 140,71200,140,2,0,[0|0],7120140,0,0,0,7,0,[0|0]
271200141,Rotted Corpse 141,71200,141,2,0,[0|0],7120141,0,0,0,6,0,[0|0]
271200142,Rotted Corpse 142,71200,142,2,0,[0|0],7120142,0,0,0,7,0,[0|0]
271200143,Rotted Corpse 143,71200,143,2,0,[0|0],7120143,0,0,0,6,0,[0|0]
271200145,Rotted Corpse 145,71200,145,2,0,[0|0],7120145,0,0,0,7,0,[0|0]
271200146,Rotted Corpse 146,71200,146,2,0,[0|0],7120146,0,0,0,6,0,[0|0]
271200147,Rotted Corpse 147,71200,147,2,0,[0|0],7120147,0,0,0,7,0,[0|0]
271200148,Rotted Corpse 148,71200,148,2,0,[0|0],7120148,0,0,0,6,0,[0|0]
271200150,Rotted Corpse 150,71200,150,2,1,[0|0],7120150,0,0,0,6,0,[0|0]
271200160,Rotted Corpse 160,71200,160,2,0,[0|0],7120160,0,0,0,7,0,[0|0]
271200170,Rotted Corpse 170,71200,170,2,0,[0|0],7120170,0,0,0,6,0,[0|0]
271200180,Rotted Corpse 180,71200,180,2,0,[0|0],7120180,0,0,0,7,0,[0|0]
271200185,Rotted Corpse 185,71200,185,2,0,[0|0],7120185,0,0,0,6,0,[0|0]
271200900,Rotted Corpse 900,71200,900,2,1,[0|0],7120900,0,0,0,7,0,[0|0]
271200901,Rotted Corpse 901,71200,901,2,1,[0|0],7120901,0,0,0,7,0,[0|0]
271400100,Hunting Dog 100,71400,100,2,0,[0|0],7140100,0,0,0,6,0,[0|0]
271400101,Hunting Dog 101,71400,101,2,0,[0|0],7140101,0,0,0,6,0,[0|0]
271400110,Hunting Dog 110,71400,110,2,0,[0|0],7140110,0,0,0,7,0,[0|0]
271400111,Hunting Dog 111,71400,111,2,0,[0|0],7140111,0,0,0,7,0,[0|0]
271400120,Hunting Dog 120,71400,120,2,0,[0|0],7140120,0,0,0,6,0,[0|0]
271400130,Hunting Dog 130,71400,130,2,0,[0|0],7140130,0,0,0,7,0,[0|0]
271400140,Hunting Dog 140,71400,140,2,0,[0|0],7140140,0,0,0,6,0,[0|0]
271400150,Hunting Dog 150,71400,150,2,0,[0|0],7140150,0,0,0,6,0,[0|0]
271400151,Hunting Dog 151,71400,151,2,0,[0|0],7140151,0,0,0,7,0,[0|0]
271400152,Hunting Dog 152,71400,152,2,0,[0|0],7140152,0,0,0,6,0,[0|0]
271400160,Hunting Dog 160,71400,160,2,0,[0|0],7140160,0,0,0,6,0,[0|0]
271400170,Hunting Dog 170,71400,170,2,0,[0|0],7140170,0,0,0,7,0,[0|0]
271400180,Hunting Dog 180,71400,180,2,0,[0|0],7140180,0,0,0,6,0,[0|0]
271500100,Gel 100,71500,100,2,0,[0|0],7150100,0,0,0,6,0,[0|0]
271500110,Gel 110,71500,110,2,0,[0|0],7150110,0,0,0,6,0,[0|0]
271500120,Gel 120,71500,120,2,0,[0|0],7150120,0,0,0,6,0,[0|0]
271500130,Gel 130,71500,130,2,1,[0|0],7150130,0,0,0,6,0,[0|0]
271500140,Gel 140,71500,140,2,0,[0|0],7150140,0,0,0,6,0,[0|0]
271500150,Gel 150,71500,150,2,0,[0|0],7150150,0,0,0,6,0,[0|0]
271500160,Gel 160,71500,160,2,0,[0|0],7150160,0,0,0,6,0,[0|0]
271500162,Gel 162,71500,162,2,0,[0|0],7150162,0,0,0,6,0,[0|0]
271500170,Gel 170,71500,170,2,0,[0|0],7150170,0,0,0,6,0,[0|0]
271500180,Gel 180,71500,180,2,0,[0|0],7150180,0,0,0,6,0,[0|0]
271500190,Gel 190,71500,190,2,0,[0|0],7150190,0,0,0,6,0,[0|0]
271500191,Gel 191,71500,191,2,0,[0|0],7150191,0,0,0,6,0,[0|0]
271500192,Gel 192,71500,192,2,0,[0|0],7150192,0,0,0,6,0,[0|0]
271500200,Gel 200,71500,200,2,1,[0|0],7150200,0,0,0,6,0,[0|0]
271500202,Gel 202,71500,202,2,1,[0|0],7150202,0,0,0,6,0,[0|0]
271500210,Gel 210,71500,210,2,0,[0|0],7150210,0,0,0,6,0,[0|0]
271500220,Gel 220,71500,220,2,0,[0|0],7150220,0,0,0,6,0,[0|0]
271500230,Gel 230,71500,230,2,0,[0|0],7150230,0,0,0,6,0,[0|0]
271500240,Gel 240,71500,240,2,1,[0|0],7150240,0,0,0,6,0,[0|0]
271500600,Gel 600,71500,600,2,0,[0|0],7150600,0,0,0,6,0,[0|0]
271500900,Gel 900,71500,900,2,1,[0|0],7150900,0,0,0,6,0,[0|0]
271600100,Keeper's Hunting Dog 100,71600,100,2,0,[0|0],7160100,0,0,0,6,0,[0|0]
271600110,Keeper's Hunting Dog 110,71600,110,2,0,[0|0],7160110,0,0,0,6,0,[0|0]
271600120,Keeper's Hunting Dog 120,71600,120,2,0,[0|0],7160120,0,0,0,6,0,[0|0]
271600130,Keeper's Hunting Dog 130,71600,130,2,0,[0|0],7160130,0,0,0,6,0,[0|0]
271600140,Keeper's Hunting Dog 140,71600,140,2,0,[0|0],7160140,0,0,0,6,0,[0|0]
271600160,Keeper's Hunting Dog 160,71600,160,2,0,[0|0],7160160,0,0,0,6,0,[0|0]
271600170,Keeper's Hunting Dog 170,71600,170,2,1,[0|0],7160170,0,0,0,6,0,[0|0]
271600171,Keeper's Hunting Dog 171,71600,171,2,1,[0|0],7160171,0,0,0,6,0,[0|0]
271600180,Keeper's Hunting Dog 180,71600,180,2,0,[0|0],7160180,0,0,0,6,0,[0|0]
271600190,Keeper's Hunting Dog 190,71600,190,2,0,[0|0],7160190,0,0,0,6,0,[0|0]
271600191,Keeper's Hunting Dog 191,71600,191,2,0,[0|0],7160191,0,0,0,6,0,[0|0]
271600192,Keeper's Hunting Dog 192,71600,192,2,0,[0|0],7160192,0,0,0,6,0,[0|0]
271600200,Keeper's Hunting Dog 200,71600,200,2,0,[0|0],7160200,0,0,0,6,0,[0|0]
271600250,Keeper's Hunting Dog 250,71600,250,2,0,[0|0],7160250,0,0,0,6,0,[0|0]
271700100,Carrion Crow 100,71700,100,2,0,[0|0],7170100,0,0,0,6,0,[0|0]
271700101,Carrion Crow 101,71700,101,2,0,[0|0],7170101,0,0,0,6,0,[0|0]
271700102,Carrion Crow 102,71700,102,2,0,[0|0],7170102,0,0,0,6,0,[0|0]
271700110,Carrion Crow 110,71700,110,2,0,[0|0],7170110,0,0,0,6,0,[0|0]
271700120,Carrion Crow 120,71700,120,2,0,[0|0],7170120,0,0,0,6,0,[0|0]
271700121,Carrion Crow 121,71700,121,2,0,[0|0],7170121,0,0,0,6,0,[0|0]
271700130,Carrion Crow 130,71700,130,2,0,[0|0],7170130,0,0,0,6,0,[0|0]
271700140,Carrion Crow 140,71700,140,2,0,[0|0],7170140,0,0,0,7,0,[0|0]
271700141,Carrion Crow 141,71700,141,2,0,[0|0],7170141,0,0,0,7,0,[0|0]
271700142,Carrion Crow 142,71700,142,2,0,[0|0],7170142,0,0,0,7,0,[0|0]
271700150,Carrion Crow 150,71700,150,2,0,[0|0],7170150,0,0,0,7,0,[0|0]
271700160,Carrion Crow 160,71700,160,2,0,[0|0],7170160,0,0,0,6,0,[0|0]
271700161,Carrion Crow 161,71700,161,2,0,[0|0],7170161,0,0,0,6,0,[0|0]
271700162,Carrion Crow 162,71700,162,2,0,[0|0],7170162,0,0,0,6,0,[0|0]
271700163,Carrion Crow 163,71700,163,2,0,[0|0],7170163,0,0,0,6,0,[0|0]
271700164,Carrion Crow 164,71700,164,2,0,[0|0],7170164,0,0,0,6,0,[0|0]
271700165,Carrion Crow 165,71700,165,2,0,[0|0],7170165,0,0,0,6,0,[0|0]
271700166,Carrion Crow 166,71700,166,2,0,[0|0],7170166,0,0,0,6,0,[0|0]
271900100,Large Wandering Madness 100,71900,100,2,0,[0|0],7190100,0,0,0,6,0,[0|0]
271900110,Large Wandering Madness 110,71900,110,2,0,[0|0],7190110,0,0,0,6,0,[0|0]
271900120,Large Wandering Madness 120,71900,120,2,0,[0|0],7190120,0,0,0,6,0,[0|0]
271900130,Large Wandering Madness 130,71900,130,2,1,[0|0],7190130,0,0,0,6,0,[0|0]
271900140,Large Wandering Madness 140,71900,140,2,0,[0|0],7190140,0,0,0,6,0,[0|0]
271900150,Large Wandering Madness 150,71900,150,2,0,[0|0],7190150,0,0,0,6,0,[0|0]
271900151,Large Wandering Madness 151,71900,151,2,0,[0|0],7190151,0,0,0,6,0,[0|0]
271900152,Large Wandering Madness 152,71900,152,2,0,[0|0],7190152,0,0,0,6,0,[0|0]
271900153,Large Wandering Madness 153,71900,153,2,0,[0|0],7190153,0,0,0,6,0,[0|0]
271900160,Large Wandering Madness 160,71900,160,2,0,[0|0],7190160,0,0,0,6,0,[0|0]
271900199,Large Wandering Madness 199,71900,199,2,1,[0|0],7190199,0,0,0,6,0,[0|0]
272000100,Gravekeeper Scorpion 100,72000,100,2,0,[0|0],7200100,0,0,0,6,0,[0|0]
272000101,Gravekeeper Scorpion 101,72000,101,2,0,[0|0],7200101,0,0,0,7,0,[0|0]
272000102,Gravekeeper Scorpion 102,72000,102,2,0,[0|0],7200102,0,0,0,7,0,[0|0]
272000103,Gravekeeper Scorpion 103,72000,103,2,0,[0|0],7200103,0,0,0,6,0,[0|0]
272000110,Gravekeeper Scorpion 110,72000,110,2,0,[0|0],7200110,0,0,0,7,0,[0|0]
272000111,Gravekeeper Scorpion 111,72000,111,2,0,[0|0],7200111,0,0,0,6,0,[0|0]
272000120,Gravekeeper Scorpion 120,72000,120,2,0,[0|0],7200120,0,0,0,7,0,[0|0]
272000121,Gravekeeper Scorpion 121,72000,121,2,0,[0|0],7200121,0,0,0,6,0,[0|0]
272000130,Gravekeeper Scorpion 130,72000,130,2,0,[0|0],7200130,0,0,0,7,0,[0|0]
272000131,Gravekeeper Scorpion 131,72000,131,2,0,[0|0],7200131,0,0,0,7,0,[0|0]
272000132,Gravekeeper Scorpion 132,72000,132,2,0,[0|0],7200132,0,0,0,6,0,[0|0]
272000140,Gravekeeper Scorpion 140,72000,140,2,1,[0|0],7200140,0,0,0,7,0,[0|0]
272000145,Gravekeeper Scorpion 145,72000,145,2,1,[0|0],7200145,0,0,0,7,0,[0|0]
272000150,Gravekeeper Scorpion 150,72000,150,2,0,[0|0],7200150,0,0,0,6,0,[0|0]
272000151,Gravekeeper Scorpion 151,72000,151,2,0,[0|0],7200151,0,0,0,7,0,[0|0]
272000152,Gravekeeper Scorpion 152,72000,152,2,0,[0|0],7200152,0,0,0,7,0,[0|0]
272000153,Gravekeeper Scorpion 153,72000,153,2,0,[0|0],7200153,0,0,0,6,0,[0|0]
272000160,Gravekeeper Scorpion 160,72000,160,2,0,[0|0],7200160,0,0,0,7,0,[0|0]
272000161,Gravekeeper Scorpion 161,72000,161,2,0,[0|0],7200161,0,0,0,6,0,[0|0]
272000170,Gravekeeper Scorpion 170,72000,170,2,0,[0|0],7200170,0,0,0,7,0,[0|0]
272000171,Gravekeeper Scorpion 171,72000,171,2,0,[0|0],7200171,0,0,0,6,0,[0|0]
272000180,Gravekeeper Scorpion 180,72000,180,2,0,[0|0],7200180,0,0,0,7,0,[0|0]
272000181,Gravekeeper Scorpion 181,72000,181,2,0,[0|0],7200181,0,0,0,6,0,[0|0]
272000190,Gravekeeper Scorpion 190,72000,190,2,0,[0|0],7200190,0,0,0,6,0,[0|0]
272000200,Gravekeeper Scorpion 200,72000,200,2,0,[0|0],7200200,0,0,0,7,0,[0|0]
272000210,Gravekeeper Scorpion 210,72000,210,2,0,[0|0],7200210,0,0,0,7,0,[0|0]
272000211,Gravekeeper Scorpion 211,72000,211,2,0,[0|0],7200211,0,0,0,7,0,[0|0]
272000212,Gravekeeper Scorpion 212,72000,212,2,0,[0|0],7200212,0,0,0,6,0,[0|0]
272000220,Gravekeeper Scorpion 220,72000,220,2,0,[0|0],7200220,0,0,0,7,0,[0|0]
272000221,Gravekeeper Scorpion 221,72000,221,2,0,[0|0],7200221,0,0,0,6,0,[0|0]
272100100,Cainhurst Gargoyle 100,72100,100,2,0,[0|0],7210100,0,0,0,6,0,[0|0]
272100101,Cainhurst Gargoyle 101,72100,101,2,0,[0|0],7210101,0,0,0,7,0,[0|0]
272100102,Cainhurst Gargoyle 102,72100,102,2,0,[0|0],7210102,0,0,0,6,0,[0|0]
272100110,Cainhurst Gargoyle 110,72100,110,2,0,[0|0],7210110,0,0,0,6,0,[0|0]
272100111,Cainhurst Gargoyle 111,72100,111,2,0,[0|0],7210111,0,0,0,7,0,[0|0]
272100115,Cainhurst Gargoyle 115,72100,115,2,0,[0|0],7210115,0,0,0,6,0,[0|0]
272100116,Cainhurst Gargoyle 116,72100,116,2,0,[0|0],7210116,0,0,0,7,0,[0|0]
272100120,Cainhurst Gargoyle 120,72100,120,2,0,[0|0],7210120,0,0,0,6,0,[0|0]
272100121,Cainhurst Gargoyle 121,72100,121,2,0,[0|0],7210121,0,0,0,7,0,[0|0]
272100122,Cainhurst Gargoyle 122,72100,122,2,0,[0|0],7210122,0,0,0,6,0,[0|0]
272100123,Cainhurst Gargoyle 123,72100,123,2,0,[0|0],7210123,0,0,0,7,0,[0|0]
272100124,Cainhurst Gargoyle 124,72100,124,2,0,[0|0],7210124,0,0,0,6,0,[0|0]
272100130,Cainhurst Gargoyle 130,72100,130,2,0,[0|0],7210130,0,0,0,7,0,[0|0]
272100131,Cainhurst Gargoyle 131,72100,131,2,0,[0|0],7210131,0,0,0,6,0,[0|0]
272100140,Cainhurst Gargoyle 140,72100,140,2,1,[0|0],7210140,0,0,0,6,0,[0|0]
272100145,Cainhurst Gargoyle 145,72100,145,2,1,[0|0],7210145,0,0,0,6,0,[0|0]
272100150,Cainhurst Gargoyle 150,72100,150,2,0,[0|0],7210150,0,0,0,6,0,[0|0]
272100155,Cainhurst Gargoyle 155,72100,155,2,0,[0|0],7210155,0,0,0,6,0,[0|0]
272100160,Cainhurst Gargoyle 160,72100,160,2,0,[0|0],7210160,0,0,0,6,0,[0|0]
272100165,Cainhurst Gargoyle 165,72100,165,2,0,[0|0],7210165,0,0,0,6,0,[0|0]
272100170,Cainhurst Gargoyle 170,72100,170,2,0,[0|0],7210170,0,0,0,6,0,[0|0]
272100175,Cainhurst Gargoyle 175,72100,175,2,0,[0|0],7210175,0,0,0,6,0,[0|0]
272100180,Cainhurst Gargoyle 180,72100,180,2,0,[0|0],7210180,0,0,0,6,0,[0|0]
272100185,Cainhurst Gargoyle 185,72100,185,2,0,[0|0],7210185,0,0,0,6,0,[0|0]
272100190,Cainhurst Gargoyle 190,72100,190,2,0,[0|0],7210190,0,0,0,6,0,[0|0]
272100195,Cainhurst Gargoyle 195,72100,195,2,0,[0|0],7210195,0,0,0,7,0,[0|0]
272100196,Cainhurst Gargoyle 196,72100,196,2,0,[0|0],7210196,0,0,0,6,0,[0|0]
272200100,Labyrinth Mole 100,72200,100,2,0,[0|0],7220100,0,0,0,6,0,[0|0]
272200101,Labyrinth Mole 101,72200,101,2,0,[0|0],7220101,0,0,0,6,0,[0|0]
272200102,Labyrinth Mole 102,72200,102,2,0,[0|0],7220102,0,0,0,6,0,[0|0]
